"LOT_QTY","QC_QTY","ITEM_TYPE","ITEM_QC_TYPE","QC_TYPE","WORK_ORDER_QTY","WORK_WORKER","QC_MONTH","QC_WEEKDAY","INSPECTION_RISK_SCORE","SUMMER_FLAG","WINTER_FLAG","RISK_LEVEL"
951,951,30,10,10,951,EMP1021,"12","4",2,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","4",5,0,1,LOW
47762,47762,20,10,10,47762,EMP1005,"12","1",6,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","4",7,0,1,LOW
84262,843,20,20,20,84262,EMP1005,"12","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
100975,1010,20,20,20,100975,EMP1005,"12","6",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
65887,659,20,20,20,65887,EMP1005,"12","6",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","4",5,0,1,LOW
83212,832,20,20,20,83212,EMP1005,"12","6",3,0,1,LOW
11074,11074,20,10,10,11074,EMP1005,"12","7",4,0,1,LOW
13271,13271,20,10,10,13271,EMP1005,"12","6",4,0,1,LOW
8659,8659,20,10,10,8659,EMP1005,"12","6",4,0,1,LOW
10936,10936,20,10,10,10936,EMP1005,"12","1",6,0,1,LOW
10400,10400,20,10,10,10400,EMP1005,"12","1",6,0,1,LOW
12463,12463,20,10,10,12463,EMP1005,"12","7",4,0,1,LOW
8132,8132,20,10,10,8132,EMP1005,"12","6",4,0,1,LOW
10270,10270,20,10,10,10270,EMP1005,"12","7",6,0,1,LOW
963,963,30,10,10,963,EMP1005,"12","5",2,0,1,LOW
1154,1154,30,10,10,1154,EMP1005,"12","6",2,0,1,LOW
753,753,30,10,10,753,EMP1005,"12","7",4,0,1,LOW
951,951,30,10,10,951,EMP1005,"12","5",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","6",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","6",3,0,1,HIGH
250000,2500,10,20,20,0,NONE,"12","6",5,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","6",3,0,1,LOW
1207,1207,30,10,10,1207,EMP1056,"12","3",2,0,1,LOW
54750,54750,20,10,10,54750,EMP1050,"12","5",6,0,1,LOW
66325,663,20,20,20,66325,EMP1050,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","2",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","1",3,0,1,LOW
100015,1000,20,20,20,100015,EMP1050,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","2",3,0,1,LOW
111300,1113,20,20,20,111300,EMP1050,"12","5",7,0,1,LOW
105615,1056,20,20,20,105615,EMP1050,"12","6",5,0,1,LOW
8717,8717,20,10,10,8717,EMP1050,"12","4",4,0,1,LOW
13147,13147,20,10,10,13147,EMP1050,"12","5",6,0,1,LOW
14628,14628,20,10,10,14628,EMP1050,"12","4",4,0,1,LOW
13883,13883,20,10,10,13883,EMP1050,"12","5",8,0,1,LOW
8188,8188,20,10,10,8188,EMP1050,"12","7",6,0,1,LOW
12346,12346,20,10,10,12346,EMP1050,"12","6",8,0,1,LOW
13740,13740,20,10,10,13740,EMP1050,"12","5",8,0,1,LOW
13038,13038,20,10,10,13038,EMP1050,"12","4",4,0,1,LOW
758,758,30,10,10,758,EMP1050,"12","3",2,0,1,LOW
1143,1143,30,10,10,1143,EMP1050,"12","4",2,0,1,LOW
1272,1272,30,10,10,1272,EMP1050,"12","4",4,0,1,LOW
1207,1207,30,10,10,1207,EMP1050,"12","3",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","4",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","4",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","4",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",5,0,1,LOW
47762,47762,20,10,10,47762,EMP1021,"12","5",4,0,1,LOW
84262,843,20,20,20,84262,EMP1021,"12","5",3,0,1,MEDIUM
500000,5000,10,20,20,0,NONE,"12","3",7,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","3",3,0,1,HIGH
1500000,15000,10,20,20,0,NONE,"12","3",5,0,1,LOW
100975,1010,20,20,20,100975,EMP1021,"12","5",3,0,1,LOW
65887,659,20,20,20,65887,EMP1021,"12","5",3,0,1,LOW
83212,832,20,20,20,83212,EMP1021,"12","5",3,0,1,LOW
11074,11074,20,10,10,11074,EMP1021,"12","6",6,0,1,HIGH
13271,13271,20,10,10,13271,EMP1021,"12","6",6,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","7",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","7",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","7",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","7",3,0,1,LOW
500000,500000,40,10,10,0,NONE,"12","1",4,0,1,LOW
500000,500000,40,10,10,0,NONE,"12","1",6,0,1,LOW
400000,400000,40,10,10,0,NONE,"12","1",4,0,1,LOW
400000,400000,40,10,10,0,NONE,"12","1",4,0,1,LOW
30000,30000,40,10,10,0,NONE,"12","1",4,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","2",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","2",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","2",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","2",3,0,1,LOW
1000000,10000,10,20,20,0,NONE,"12","1",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","1",7,0,1,HIGH
1500000,15000,10,20,20,0,NONE,"12","1",7,0,1,HIGH
1500000,15000,10,20,20,0,NONE,"12","1",3,0,1,LOW
54750,54750,20,10,10,54750,EMP1056,"12","4",6,0,1,LOW
66325,663,20,20,20,66325,EMP1056,"12","3",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","1",3,0,1,LOW
100012,1000,20,20,20,100012,EMP1056,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","7",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","1",7,0,1,LOW
111300,1113,20,20,20,111300,EMP1056,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","1",5,0,1,LOW
105612,1056,20,20,20,105612,EMP1056,"12","3",3,0,1,LOW
8717,8717,20,10,10,8717,EMP1056,"12","3",4,0,1,LOW
13144,13144,20,10,10,13144,EMP1056,"12","3",4,0,1,LOW
14628,14628,20,10,10,14628,EMP1056,"12","5",8,0,1,HIGH
13880,13880,20,10,10,13880,EMP1056,"12","4",4,0,1,LOW
8186,8186,20,10,10,8186,EMP1056,"12","3",4,0,1,LOW
12344,12344,20,10,10,12344,EMP1056,"12","3",4,0,1,LOW
13737,13737,20,10,10,13737,EMP1056,"12","3",4,0,1,LOW
13035,13035,20,10,10,13035,EMP1056,"12","3",4,0,1,LOW
758,758,30,10,10,758,EMP1056,"12","3",2,0,1,LOW
1143,1143,30,10,10,1143,EMP1056,"12","4",4,0,1,LOW
1272,1272,30,10,10,1272,EMP1056,"12","3",2,0,1,LOW
14628,14628,20,10,10,14628,EMP1059,"12","7",4,0,1,LOW
13880,13880,20,10,10,13880,EMP1059,"12","2",6,0,1,LOW
8186,8186,20,10,10,8186,EMP1059,"12","6",4,0,1,LOW
12344,12344,20,10,10,12344,EMP1059,"12","7",8,0,1,LOW
13737,13737,20,10,10,13737,EMP1059,"12","7",4,0,1,LOW
13035,13035,20,10,10,13035,EMP1059,"12","2",6,0,1,LOW
758,758,30,10,10,758,EMP1059,"12","6",2,0,1,LOW
1143,1143,30,10,10,1143,EMP1059,"12","6",2,0,1,LOW
1272,1272,30,10,10,1272,EMP1059,"12","5",2,0,1,LOW
1207,1207,30,10,10,1207,EMP1059,"12","6",2,0,1,LOW
54750,54750,20,10,10,54750,EMP1056,"12","2",6,0,1,HIGH
1500000,15000,10,20,20,0,NONE,"12","4",3,0,1,LOW
66325,663,20,20,20,66325,EMP1056,"12","1",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","5",5,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,LOW
100012,1000,20,20,20,100012,EMP1056,"12","7",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,LOW
111300,1113,20,20,20,111300,EMP1056,"12","2",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","5",3,0,1,LOW
105612,1056,20,20,20,105612,EMP1056,"12","2",5,0,1,LOW
8717,8717,20,10,10,8717,EMP1056,"12","1",4,0,1,LOW
13144,13144,20,10,10,13144,EMP1056,"12","1",4,0,1,MEDIUM
14628,14628,20,10,10,14628,EMP1056,"12","2",6,0,1,HIGH
13880,13880,20,10,10,13880,EMP1056,"12","7",4,0,1,LOW
8186,8186,20,10,10,8186,EMP1056,"12","3",6,0,1,LOW
12344,12344,20,10,10,12344,EMP1056,"12","1",6,0,1,LOW
13737,13737,20,10,10,13737,EMP1056,"12","1",8,0,1,LOW
13035,13035,20,10,10,13035,EMP1056,"12","7",4,0,1,LOW
758,758,30,10,10,758,EMP1056,"12","7",2,0,1,LOW
1143,1143,30,10,10,1143,EMP1056,"12","3",6,0,1,HIGH
1272,1272,30,10,10,1272,EMP1056,"12","6",2,0,1,LOW
1207,1207,30,10,10,1207,EMP1056,"12","7",2,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","2",3,0,1,LOW
54750,54750,20,10,10,54750,EMP1045,"12","5",4,0,1,LOW
66325,663,20,20,20,66325,EMP1045,"12","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,LOW
100012,1000,20,20,20,100012,EMP1045,"12","5",3,0,1,LOW
111300,1113,20,20,20,111300,EMP1045,"12","5",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","2",5,0,1,LOW
105612,1056,20,20,20,105612,EMP1045,"12","5",3,0,1,LOW
8717,8717,20,10,10,8717,EMP1045,"12","5",4,0,1,LOW
13144,13144,20,10,10,13144,EMP1045,"12","5",4,0,1,LOW
14628,14628,20,10,10,14628,EMP1045,"12","5",4,0,1,LOW
13880,13880,20,10,10,13880,EMP1045,"12","6",4,0,1,MEDIUM
8186,8186,20,10,10,8186,EMP1045,"12","5",4,0,1,LOW
12344,12344,20,10,10,12344,EMP1045,"12","6",4,0,1,LOW
13737,13737,20,10,10,13737,EMP1045,"12","6",4,0,1,LOW
13035,13035,20,10,10,13035,EMP1045,"12","7",8,0,1,LOW
758,758,30,10,10,758,EMP1045,"12","5",2,0,1,LOW
1143,1143,30,10,10,1143,EMP1045,"12","5",2,0,1,LOW
1272,1272,30,10,10,1272,EMP1045,"12","5",2,0,1,LOW
1207,1207,30,10,10,1207,EMP1045,"12","5",4,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","5",5,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","5",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","5",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","5",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","3",5,0,1,LOW
54750,54750,20,10,10,54750,EMP1059,"12","6",4,0,1,LOW
66325,663,20,20,20,66325,EMP1059,"12","6",3,0,1,LOW
100012,1000,20,20,20,100012,EMP1059,"12","7",5,0,1,HIGH
500000,5000,10,20,20,0,NONE,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
111300,1113,20,20,20,111300,EMP1059,"12","7",5,0,1,LOW
105612,1056,20,20,20,105612,EMP1059,"12","7",5,0,1,LOW
8717,8717,20,10,10,8717,EMP1059,"12","6",4,0,1,LOW
13144,13144,20,10,10,13144,EMP1059,"12","6",4,0,1,LOW
14800,14800,20,10,10,14800,EMP1047,"12","3",4,0,1,LOW
12983,12983,20,10,10,12983,EMP1047,"12","3",4,0,1,LOW
12730,12730,20,10,10,12730,EMP1047,"12","3",4,0,1,LOW
11188,11188,20,10,10,11188,EMP1047,"12","4",4,0,1,LOW
13899,13899,20,10,10,13899,EMP1047,"12","4",4,0,1,MEDIUM
12193,12193,20,10,10,12193,EMP1047,"12","3",4,0,1,LOW
11955,11955,20,10,10,11955,EMP1047,"12","4",4,0,1,LOW
1036,1036,30,10,10,1036,EMP1047,"12","4",4,0,1,MEDIUM
1287,1287,30,10,10,1287,EMP1047,"12","3",2,0,1,LOW
1129,1129,30,10,10,1129,EMP1047,"12","3",2,0,1,LOW
1107,1107,30,10,10,1107,EMP1047,"12","2",2,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","3",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","3",3,0,1,LOW
250000,2500,10,20,20,0,NONE,"12","3",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"12","3",3,0,1,LOW
56990,56990,20,10,10,56990,EMP1051,"12","4",4,0,1,LOW
90650,907,20,20,20,90650,EMP1051,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","2",5,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","2",3,0,1,LOW
112615,1126,20,20,20,112615,EMP1051,"12","5",5,0,1,LOW
98790,988,20,20,20,98790,EMP1051,"12","4",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","2",3,0,1,LOW
96865,969,20,20,20,96865,EMP1051,"12","5",7,0,1,LOW
11914,11914,20,10,10,11914,EMP1051,"12","4",4,0,1,LOW
14803,14803,20,10,10,14803,EMP1051,"12","4",4,0,1,LOW
12986,12986,20,10,10,12986,EMP1051,"12","6",6,0,1,HIGH
12733,12733,20,10,10,12733,EMP1051,"12","4",4,0,1,LOW
11192,11192,20,10,10,11192,EMP1051,"12","4",4,0,1,LOW
13902,13902,20,10,10,13902,EMP1051,"12","4",4,0,1,LOW
12194,12194,20,10,10,12194,EMP1051,"12","5",4,0,1,LOW
11958,11958,20,10,10,11958,EMP1051,"12","4",4,0,1,LOW
1036,1036,30,10,10,1036,EMP1051,"12","4",2,0,1,LOW
1287,1287,30,10,10,1287,EMP1051,"12","4",2,0,1,LOW
1129,1129,30,10,10,1129,EMP1051,"12","5",6,0,1,LOW
1107,1107,30,10,10,1107,EMP1051,"12","3",2,0,1,LOW
500000,5000,10,20,20,0,NONE,"12","4",3,0,1,LOW
1500000,15000,10,20,20,0,NONE,"12","3",3,0,1,LOW
300000,3000,10,20,20,0,NONE,"11","6",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","5",2,0,0,LOW
56987,56987,20,10,10,56987,EMP1001,"11","6",3,0,0,LOW
90650,907,20,20,20,90650,EMP1001,"11","6",2,0,0,LOW
112612,1126,20,20,20,112612,EMP1001,"11","6",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","5",2,0,0,LOW
98787,988,20,20,20,98787,EMP1001,"11","6",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","5",2,0,0,LOW
96862,969,20,20,20,96862,EMP1001,"11","7",4,0,0,LOW
11914,11914,20,10,10,11914,EMP1001,"11","6",3,0,0,LOW
14800,14800,20,10,10,14800,EMP1001,"11","7",3,0,0,LOW
12983,12983,20,10,10,12983,EMP1001,"11","7",3,0,0,LOW
12730,12730,20,10,10,12730,EMP1001,"11","6",3,0,0,LOW
11188,11188,20,10,10,11188,EMP1001,"11","7",3,0,0,LOW
13899,13899,20,10,10,13899,EMP1001,"11","6",3,0,0,LOW
12193,12193,20,10,10,12193,EMP1001,"11","7",3,0,0,LOW
11955,11955,20,10,10,11955,EMP1001,"11","7",3,0,0,LOW
1036,1036,30,10,10,1036,EMP1001,"11","7",1,0,0,LOW
1287,1287,30,10,10,1287,EMP1001,"11","6",1,0,0,LOW
1129,1129,30,10,10,1129,EMP1001,"11","7",1,0,0,LOW
1107,1107,30,10,10,1107,EMP1001,"11","7",1,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","1",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","1",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","1",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","1",2,0,0,LOW
56987,56987,20,10,10,56987,EMP1047,"12","5",6,0,1,HIGH
90650,907,20,20,20,90650,EMP1047,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"11","1",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","7",2,0,0,LOW
112612,1126,20,20,20,112612,EMP1047,"12","3",3,0,1,LOW
500000,5000,10,20,20,0,NONE,"11","1",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","1",2,0,0,LOW
98787,988,20,20,20,98787,EMP1047,"12","5",5,0,1,LOW
1500000,15000,10,20,20,0,NONE,"11","1",4,0,0,LOW
1000000,10000,10,20,20,0,NONE,"11","7",2,0,0,LOW
96862,969,20,20,20,96862,EMP1047,"12","3",3,0,1,LOW
11914,11914,20,10,10,11914,EMP1047,"12","6",6,0,1,LOW
11914,11914,20,10,10,11914,EMP1050,"11","4",3,0,0,LOW
14800,14800,20,10,10,14800,EMP1050,"11","4",3,0,0,LOW
12983,12983,20,10,10,12983,EMP1050,"11","4",3,0,0,LOW
12730,12730,20,10,10,12730,EMP1050,"11","4",3,0,0,LOW
11188,11188,20,10,10,11188,EMP1050,"11","5",3,0,0,LOW
13899,13899,20,10,10,13899,EMP1050,"11","4",3,0,0,MEDIUM
12193,12193,20,10,10,12193,EMP1050,"11","5",3,0,0,LOW
11955,11955,20,10,10,11955,EMP1050,"11","4",3,0,0,LOW
1036,1036,30,10,10,1036,EMP1050,"11","5",1,0,0,LOW
1287,1287,30,10,10,1287,EMP1050,"11","5",1,0,0,LOW
1129,1129,30,10,10,1129,EMP1050,"11","4",1,0,0,LOW
1107,1107,30,10,10,1107,EMP1050,"11","5",1,0,0,LOW
56987,56987,20,10,10,56987,EMP1042,"11","5",3,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
90650,907,20,20,20,90650,EMP1042,"11","5",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
112612,1126,20,20,20,112612,EMP1042,"11","5",2,0,0,LOW
98787,988,20,20,20,98787,EMP1042,"11","5",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","4",2,0,0,LOW
96862,969,20,20,20,96862,EMP1042,"11","5",2,0,0,LOW
11914,11914,20,10,10,11914,EMP1042,"11","5",3,0,0,LOW
14800,14800,20,10,10,14800,EMP1042,"11","5",3,0,0,LOW
12983,12983,20,10,10,12983,EMP1042,"11","5",3,0,0,LOW
12730,12730,20,10,10,12730,EMP1042,"11","5",3,0,0,LOW
11188,11188,20,10,10,11188,EMP1042,"11","6",3,0,0,LOW
13899,13899,20,10,10,13899,EMP1042,"11","5",3,0,0,LOW
12193,12193,20,10,10,12193,EMP1042,"11","6",3,0,0,LOW
11955,11955,20,10,10,11955,EMP1042,"11","5",3,0,0,MEDIUM
1036,1036,30,10,10,1036,EMP1042,"11","6",1,0,0,LOW
1287,1287,30,10,10,1287,EMP1042,"11","5",1,0,0,LOW
1129,1129,30,10,10,1129,EMP1042,"11","5",1,0,0,LOW
1107,1107,30,10,10,1107,EMP1042,"11","6",1,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","6",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","6",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","6",2,0,0,LOW
893,893,30,10,10,893,EMP1005,"11","3",1,0,0,LOW
52865,52865,20,10,10,52865,EMP1048,"11","3",3,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","2",4,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","2",2,0,0,LOW
94325,943,20,20,20,94325,EMP1048,"11","3",2,0,0,LOW
108940,1089,20,20,20,108940,EMP1048,"11","3",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","2",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","2",2,0,0,LOW
88640,886,20,20,20,88640,EMP1048,"11","3",2,0,0,LOW
1000000,10000,10,20,20,0,NONE,"11","1",2,0,0,LOW
78140,781,20,20,20,78140,EMP1048,"11","3",2,0,0,LOW
12397,12397,20,10,10,12397,EMP1048,"11","3",3,0,0,MEDIUM
14320,14320,20,10,10,14320,EMP1048,"11","4",3,0,0,LOW
11652,11652,20,10,10,11652,EMP1048,"11","3",3,0,0,LOW
10272,10272,20,10,10,10272,EMP1048,"11","3",3,0,0,LOW
11644,11644,20,10,10,11644,EMP1048,"11","3",3,0,0,LOW
13446,13446,20,10,10,13446,EMP1048,"11","4",3,0,0,LOW
10942,10942,20,10,10,10942,EMP1048,"11","3",3,0,0,LOW
9646,9646,20,10,10,9646,EMP1048,"11","4",3,0,0,LOW
1078,1078,30,10,10,1078,EMP1048,"11","4",1,0,0,LOW
1245,1245,30,10,10,1245,EMP1048,"11","4",1,0,0,LOW
1013,1013,30,10,10,1013,EMP1048,"11","4",1,0,0,LOW
893,893,30,10,10,893,EMP1048,"11","4",1,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","4",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","4",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","4",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
56987,56987,20,10,10,56987,EMP1050,"11","4",3,0,0,LOW
90650,907,20,20,20,90650,EMP1050,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","3",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","3",2,0,0,LOW
112612,1126,20,20,20,112612,EMP1050,"11","4",2,0,0,LOW
98787,988,20,20,20,98787,EMP1050,"11","4",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","2",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","3",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","3",2,0,0,LOW
96862,969,20,20,20,96862,EMP1050,"11","4",2,0,0,LOW
11649,11649,20,10,10,11649,EMP1050,"11","6",3,0,0,LOW
10269,10269,20,10,10,10269,EMP1050,"11","6",3,0,0,LOW
11642,11642,20,10,10,11642,EMP1050,"11","6",3,0,0,HIGH
13446,13446,20,10,10,13446,EMP1050,"11","6",3,0,0,LOW
10940,10940,20,10,10,10940,EMP1050,"11","7",3,0,0,LOW
9644,9644,20,10,10,9644,EMP1050,"11","6",3,0,0,MEDIUM
1078,1078,30,10,10,1078,EMP1050,"11","7",1,0,0,LOW
1245,1245,30,10,10,1245,EMP1050,"11","6",1,0,0,LOW
1013,1013,30,10,10,1013,EMP1050,"11","6",1,0,0,LOW
893,893,30,10,10,893,EMP1050,"11","7",3,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","7",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","7",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","7",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","7",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","7",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","7",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","2",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","2",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","2",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","2",2,0,0,LOW
52862,52862,20,10,10,52862,EMP1005,"11","2",3,0,0,LOW
94325,943,20,20,20,94325,EMP1005,"11","2",2,0,0,LOW
108937,1089,20,20,20,108937,EMP1005,"11","2",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","1",2,0,0,LOW
88637,886,20,20,20,88637,EMP1005,"11","2",2,0,0,LOW
78137,781,20,20,20,78137,EMP1005,"11","2",2,0,0,LOW
12397,12397,20,10,10,12397,EMP1005,"11","3",3,0,0,LOW
14317,14317,20,10,10,14317,EMP1005,"11","3",3,0,0,MEDIUM
11649,11649,20,10,10,11649,EMP1005,"11","2",3,0,0,LOW
10269,10269,20,10,10,10269,EMP1005,"11","2",3,0,0,LOW
11642,11642,20,10,10,11642,EMP1005,"11","2",3,0,0,LOW
13446,13446,20,10,10,13446,EMP1005,"11","3",3,0,0,LOW
10940,10940,20,10,10,10940,EMP1005,"11","2",3,0,0,LOW
9644,9644,20,10,10,9644,EMP1005,"11","3",3,0,0,LOW
1078,1078,30,10,10,1078,EMP1005,"11","2",1,0,0,LOW
1245,1245,30,10,10,1245,EMP1005,"11","3",1,0,0,LOW
1013,1013,30,10,10,1013,EMP1005,"11","3",1,0,0,LOW
893,893,30,10,10,893,EMP1041,"11","5",3,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","5",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","5",2,0,0,LOW
250000,2500,10,20,20,0,NONE,"11","5",2,0,0,LOW
300000,3000,10,20,20,0,NONE,"11","5",2,0,0,LOW
52862,52862,20,10,10,52862,EMP1045,"11","5",3,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","4",2,0,0,LOW
94325,943,20,20,20,94325,EMP1045,"11","5",2,0,0,LOW
108937,1089,20,20,20,108937,EMP1045,"11","5",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
88637,886,20,20,20,88637,EMP1045,"11","5",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","4",2,0,0,LOW
78137,781,20,20,20,78137,EMP1045,"11","5",2,0,0,LOW
12397,12397,20,10,10,12397,EMP1045,"11","5",3,0,0,MEDIUM
14317,14317,20,10,10,14317,EMP1045,"11","5",3,0,0,LOW
11649,11649,20,10,10,11649,EMP1045,"11","5",3,0,0,LOW
10269,10269,20,10,10,10269,EMP1045,"11","5",3,0,0,LOW
11642,11642,20,10,10,11642,EMP1045,"11","5",3,0,0,LOW
13446,13446,20,10,10,13446,EMP1045,"11","5",3,0,0,LOW
10940,10940,20,10,10,10940,EMP1045,"11","5",3,0,0,LOW
9644,9644,20,10,10,9644,EMP1045,"11","5",3,0,0,LOW
1078,1078,30,10,10,1078,EMP1045,"11","6",1,0,0,LOW
1245,1245,30,10,10,1245,EMP1045,"11","5",1,0,0,LOW
1013,1013,30,10,10,1013,EMP1045,"11","6",1,0,0,LOW
893,893,30,10,10,893,EMP1045,"11","5",1,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","5",2,0,0,LOW
52862,52862,20,10,10,52862,EMP1050,"11","6",3,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","5",2,0,0,LOW
94325,943,20,20,20,94325,EMP1050,"11","6",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","5",2,0,0,LOW
500000,5000,10,20,20,0,NONE,"11","5",2,0,0,LOW
1500000,15000,10,20,20,0,NONE,"11","5",2,0,0,LOW
108937,1089,20,20,20,108937,EMP1050,"11","6",2,0,0,LOW
