"INSPECTION_TYPE","TARGET_TYPE","INSPECTION_RESULT","INSPECTION_REASON","INSPECTION_MONTH","INSPECTION_WEEKDAY","RISK_LEVEL"
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"03","6",WARNING
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WORKPLACE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"03","2",WARNING
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WORKPLACE,적합,정상,"03","4",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","6",WARNING
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"02","6",WARNING
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WAREHOUSE,적합,정상,"03","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WORKPLACE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","2",WARNING
GHP,WAREHOUSE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"02","2",WARNING
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WORKPLACE,적합,정상,"02","2",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","4",WARNING
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","4",WARNING
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","4",WARNING
GHP,WAREHOUSE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,부적합,청소 및 재점검 실시,"02","4",WARNING
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WORKPLACE,적합,정상,"02","4",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,부적합,현장 확인 후 즉시 조치,"02","6",WARNING
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
GHP,WAREHOUSE,적합,정상,"02","6",NORMAL
