"WORK_ORDER_QTY","WORK_PREV_QTY","WORK_STATUS","WORK_WORKER","WORK_DIRECTOR","PLAN_FIN_QTY","PLAN_WP_QTY","ITEM_TYPE","WORK_MONTH","WORK_WEEKDAY","SUMMER_FLAG","WINTER_FLAG","QTY_RISK_SCORE","SEASON_RISK_SCORE","RISK_LEVEL"
1224,1224,30,EMP1006,EMP1052,6120,6120,30,"03","4",0,0,0,0,NORMAL
1186,1186,30,EMP1006,EMP1052,5930,5930,30,"03","4",0,0,0,0,NORMAL
55187,55187,30,EMP1051,EMP1006,275938,275938,20,"03","5",0,0,2,0,NORMAL
85575,85575,30,EMP1051,EMP1006,427875,427875,20,"03","5",0,0,2,0,NORMAL
89862,89862,30,EMP1051,EMP1006,449313,449313,20,"03","5",0,0,2,0,NORMAL
107100,107100,30,EMP1051,EMP1006,535500,535500,20,"03","5",0,0,2,0,NORMAL
103775,103775,30,EMP1051,EMP1006,518875,518875,20,"03","5",0,0,2,0,NORMAL
11247,11247,30,EMP1051,EMP1006,56235,56235,20,"03","5",0,0,2,0,NORMAL
11810,11810,30,EMP1051,EMP1006,59053,59053,20,"03","5",0,0,2,0,NORMAL
14076,14076,30,EMP1051,EMP1006,70380,70380,20,"03","5",0,0,2,0,DELAY
13639,13639,30,EMP1051,EMP1006,68195,68195,20,"03","5",0,0,2,0,NORMAL
10562,10562,30,EMP1051,EMP1006,52812,52812,20,"03","5",0,0,2,0,NORMAL
11091,11091,30,EMP1051,EMP1006,55458,55458,20,"03","5",0,0,2,0,NORMAL
13219,13219,30,EMP1051,EMP1006,66096,66096,20,"03","5",0,0,2,0,NORMAL
12808,12808,30,EMP1051,EMP1006,64044,64044,20,"03","5",0,0,2,0,NORMAL
978,978,30,EMP1051,EMP1006,4890,4890,30,"03","5",0,0,0,0,NORMAL
1027,1027,30,EMP1051,EMP1006,5135,5135,30,"03","5",0,0,0,0,NORMAL
1224,1224,30,EMP1051,EMP1006,6120,6120,30,"03","5",0,0,0,0,NORMAL
1186,1186,30,EMP1051,EMP1006,5930,5930,30,"03","5",0,0,0,0,NORMAL
55187,55187,30,EMP1059,EMP1003,275938,275938,20,"03","6",0,0,2,0,NORMAL
85575,85575,30,EMP1059,EMP1003,427875,427875,20,"03","6",0,0,2,0,NORMAL
89862,89862,30,EMP1059,EMP1003,449313,449313,20,"03","6",0,0,2,0,NORMAL
107100,107100,30,EMP1059,EMP1003,535500,535500,20,"03","6",0,0,2,0,NORMAL
103775,103775,30,EMP1059,EMP1003,518875,518875,20,"03","6",0,0,2,0,NORMAL
11247,11247,30,EMP1059,EMP1003,56235,56235,20,"03","6",0,0,2,0,NORMAL
11810,11810,30,EMP1059,EMP1003,59053,59053,20,"03","6",0,0,2,0,DELAY
14076,14076,30,EMP1059,EMP1003,70380,70380,20,"03","6",0,0,2,0,NORMAL
13639,13639,30,EMP1059,EMP1003,68195,68195,20,"03","6",0,0,2,0,NORMAL
10562,10562,30,EMP1059,EMP1003,52812,52812,20,"03","6",0,0,2,0,NORMAL
11091,11091,30,EMP1059,EMP1003,55458,55458,20,"03","6",0,0,2,0,NORMAL
13219,13219,30,EMP1059,EMP1003,66096,66096,20,"03","6",0,0,2,0,NORMAL
12808,12808,30,EMP1059,EMP1003,64044,64044,20,"03","6",0,0,2,0,NORMAL
978,978,30,EMP1059,EMP1003,4890,4890,30,"03","6",0,0,0,0,NORMAL
1027,1027,30,EMP1059,EMP1003,5135,5135,30,"03","6",0,0,0,0,NORMAL
1224,1224,30,EMP1059,EMP1003,6120,6120,30,"03","6",0,0,0,0,NORMAL
1186,1186,30,EMP1059,EMP1003,5930,5930,30,"03","6",0,0,0,0,NORMAL
55187,55187,30,EMP1041,EMP1044,275938,275938,20,"03","2",0,0,2,0,NORMAL
85575,85575,30,EMP1041,EMP1044,427875,427875,20,"03","2",0,0,2,0,NORMAL
89862,89862,30,EMP1041,EMP1044,449313,449313,20,"03","2",0,0,2,0,NORMAL
107100,107100,30,EMP1041,EMP1044,535500,535500,20,"03","2",0,0,2,0,NORMAL
103775,103775,30,EMP1041,EMP1044,518875,518875,20,"03","2",0,0,2,0,NORMAL
11247,11247,30,EMP1041,EMP1044,56235,56235,20,"03","2",0,0,2,0,NORMAL
11810,11810,30,EMP1041,EMP1044,59053,59053,20,"03","2",0,0,2,0,NORMAL
14076,14076,30,EMP1041,EMP1044,70380,70380,20,"03","2",0,0,2,0,NORMAL
13639,13639,30,EMP1041,EMP1044,68195,68195,20,"03","2",0,0,2,0,NORMAL
10562,10562,30,EMP1041,EMP1044,52812,52812,20,"03","2",0,0,2,0,NORMAL
11091,11091,30,EMP1041,EMP1044,55458,55458,20,"03","2",0,0,2,0,NORMAL
13219,13219,30,EMP1041,EMP1044,66096,66096,20,"03","2",0,0,2,0,NORMAL
12808,12808,30,EMP1041,EMP1044,64044,64044,20,"03","2",0,0,2,0,NORMAL
978,978,30,EMP1041,EMP1044,4890,4890,30,"03","2",0,0,0,0,NORMAL
1027,1027,30,EMP1041,EMP1044,5135,5135,30,"03","2",0,0,0,0,NORMAL
1224,1224,30,EMP1041,EMP1044,6120,6120,30,"03","2",0,0,0,0,NORMAL
1186,1186,30,EMP1041,EMP1044,5930,5930,30,"03","2",0,0,0,0,NORMAL
55190,55190,30,EMP1054,EMP1046,275938,275938,20,"04","3",0,0,2,0,NORMAL
85575,85575,30,EMP1054,EMP1046,427875,427875,20,"04","3",0,0,2,0,NORMAL
89865,89865,30,EMP1054,EMP1046,449313,449313,20,"04","3",0,0,2,0,NORMAL
107100,107100,30,EMP1054,EMP1046,535500,535500,20,"04","3",0,0,2,0,NORMAL
103775,103775,30,EMP1054,EMP1046,518875,518875,20,"04","3",0,0,2,0,NORMAL
11247,11247,30,EMP1054,EMP1046,56235,56235,20,"04","3",0,0,2,0,NORMAL
11813,11813,30,EMP1054,EMP1046,59053,59053,20,"04","3",0,0,2,0,NORMAL
14076,14076,30,EMP1054,EMP1046,70380,70380,20,"04","3",0,0,2,0,NORMAL
13639,13639,30,EMP1054,EMP1046,68195,68195,20,"04","3",0,0,2,0,NORMAL
10564,10564,30,EMP1054,EMP1046,52812,52812,20,"04","3",0,0,2,0,NORMAL
11094,11094,30,EMP1054,EMP1046,55458,55458,20,"04","3",0,0,2,0,NORMAL
13220,13220,30,EMP1054,EMP1046,66096,66096,20,"04","3",0,0,2,0,NORMAL
12812,12812,30,EMP1054,EMP1046,64044,64044,20,"04","3",0,0,2,0,NORMAL
978,978,30,EMP1054,EMP1046,4890,4890,30,"04","3",0,0,0,0,NORMAL
1027,1027,30,EMP1054,EMP1046,5135,5135,30,"04","3",0,0,0,0,NORMAL
1224,1224,30,EMP1054,EMP1046,6120,6120,30,"04","3",0,0,0,0,NORMAL
1186,1186,30,EMP1054,EMP1046,5930,5930,30,"04","3",0,0,0,0,NORMAL
50475,50475,30,EMP1007,EMP1051,252375,252375,20,"04","4",0,0,2,0,NORMAL
71487,71487,30,EMP1007,EMP1051,357438,357438,20,"04","4",0,0,2,0,NORMAL
105437,105437,30,EMP1007,EMP1051,527188,527188,20,"04","4",0,0,2,0,NORMAL
112175,112175,30,EMP1007,EMP1051,560875,560875,20,"04","4",0,0,2,0,NORMAL
64225,64225,30,EMP1007,EMP1051,321125,321125,20,"04","4",0,0,2,0,NORMAL
9395,9395,30,EMP1007,EMP1051,46978,46978,20,"04","4",0,0,2,0,NORMAL
13857,13857,30,EMP1007,EMP1051,69288,69288,20,"04","4",0,0,2,0,NORMAL
14743,14743,30,EMP1007,EMP1051,73715,73715,20,"04","4",0,0,2,0,DELAY
8441,8441,30,EMP1007,EMP1051,42205,42205,20,"04","4",0,0,2,0,NORMAL
8823,8823,30,EMP1007,EMP1051,44118,44118,20,"04","4",0,0,2,0,NORMAL
13014,13014,30,EMP1007,EMP1051,65070,65070,20,"04","4",0,0,2,0,NORMAL
13845,13845,30,EMP1007,EMP1051,69228,69228,20,"04","4",0,0,2,0,NORMAL
7927,7927,30,EMP1007,EMP1051,39636,39636,20,"04","4",0,0,2,0,NORMAL
817,817,30,EMP1007,EMP1051,4085,4085,30,"04","4",0,0,0,0,NORMAL
1205,1205,30,EMP1007,EMP1051,6025,6025,30,"04","4",0,0,0,0,NORMAL
1282,1282,30,EMP1007,EMP1051,6410,6410,30,"04","4",0,0,0,0,NORMAL
734,734,30,EMP1007,EMP1051,3670,3670,30,"04","4",0,0,0,0,NORMAL
50475,50475,30,EMP1050,EMP1002,252375,252375,20,"04","5",0,0,2,0,NORMAL
71487,71487,30,EMP1050,EMP1002,357438,357438,20,"04","5",0,0,2,0,NORMAL
105437,105437,30,EMP1050,EMP1002,527188,527188,20,"04","5",0,0,2,0,NORMAL
112175,112175,30,EMP1050,EMP1002,560875,560875,20,"04","5",0,0,2,0,NORMAL
64225,64225,30,EMP1050,EMP1002,321125,321125,20,"04","5",0,0,2,0,NORMAL
9395,9395,30,EMP1050,EMP1002,46978,46978,20,"04","5",0,0,2,0,NORMAL
13857,13857,30,EMP1050,EMP1002,69288,69288,20,"04","5",0,0,2,0,NORMAL
14743,14743,30,EMP1050,EMP1002,73715,73715,20,"04","5",0,0,2,0,NORMAL
8441,8441,30,EMP1050,EMP1002,42205,42205,20,"04","5",0,0,2,0,NORMAL
8823,8823,30,EMP1050,EMP1002,44118,44118,20,"04","5",0,0,2,0,NORMAL
13014,13014,30,EMP1050,EMP1002,65070,65070,20,"04","5",0,0,2,0,NORMAL
13845,13845,30,EMP1050,EMP1002,69228,69228,20,"04","5",0,0,2,0,NORMAL
7927,7927,30,EMP1050,EMP1002,39636,39636,20,"04","5",0,0,2,0,NORMAL
817,817,30,EMP1050,EMP1002,4085,4085,30,"04","5",0,0,0,0,NORMAL
1205,1205,30,EMP1050,EMP1002,6025,6025,30,"04","5",0,0,0,0,NORMAL
1282,1282,30,EMP1050,EMP1002,6410,6410,30,"04","5",0,0,0,0,NORMAL
734,734,30,EMP1050,EMP1002,3670,3670,30,"04","5",0,0,0,0,NORMAL
50475,50475,30,EMP1053,EMP1059,252375,252375,20,"04","6",0,0,2,0,NORMAL
71487,71487,30,EMP1053,EMP1059,357438,357438,20,"04","6",0,0,2,0,NORMAL
105437,105437,30,EMP1053,EMP1059,527188,527188,20,"04","6",0,0,2,0,NORMAL
112175,112175,30,EMP1053,EMP1059,560875,560875,20,"04","6",0,0,2,0,NORMAL
64225,64225,30,EMP1053,EMP1059,321125,321125,20,"04","6",0,0,2,0,NORMAL
9395,9395,30,EMP1053,EMP1059,46978,46978,20,"04","6",0,0,2,0,DELAY
13857,13857,30,EMP1053,EMP1059,69288,69288,20,"04","6",0,0,2,0,NORMAL
14743,14743,30,EMP1053,EMP1059,73715,73715,20,"04","6",0,0,2,0,NORMAL
8441,8441,30,EMP1053,EMP1059,42205,42205,20,"04","6",0,0,2,0,NORMAL
8823,8823,30,EMP1053,EMP1059,44118,44118,20,"04","6",0,0,2,0,NORMAL
13014,13014,30,EMP1053,EMP1059,65070,65070,20,"04","6",0,0,2,0,NORMAL
13845,13845,30,EMP1053,EMP1059,69228,69228,20,"04","6",0,0,2,0,NORMAL
7927,7927,30,EMP1053,EMP1059,39636,39636,20,"04","6",0,0,2,0,NORMAL
817,817,30,EMP1053,EMP1059,4085,4085,30,"04","6",0,0,0,0,NORMAL
1205,1205,30,EMP1053,EMP1059,6025,6025,30,"04","6",0,0,0,0,NORMAL
1282,1282,30,EMP1053,EMP1059,6410,6410,30,"04","6",0,0,0,0,NORMAL
734,734,30,EMP1053,EMP1059,3670,3670,30,"04","6",0,0,0,0,NORMAL
50475,50475,30,EMP1007,EMP1043,252375,252375,20,"04","2",0,0,2,0,NORMAL
71487,71487,30,EMP1007,EMP1043,357438,357438,20,"04","2",0,0,2,0,NORMAL
105437,105437,30,EMP1007,EMP1043,527188,527188,20,"04","2",0,0,2,0,NORMAL
112175,112175,30,EMP1007,EMP1043,560875,560875,20,"04","2",0,0,2,0,NORMAL
64225,64225,30,EMP1007,EMP1043,321125,321125,20,"04","2",0,0,2,0,NORMAL
9395,9395,30,EMP1007,EMP1043,46978,46978,20,"04","2",0,0,2,0,NORMAL
13857,13857,30,EMP1007,EMP1043,69288,69288,20,"04","2",0,0,2,0,NORMAL
14743,14743,30,EMP1007,EMP1043,73715,73715,20,"04","2",0,0,2,0,NORMAL
8441,8441,30,EMP1007,EMP1043,42205,42205,20,"04","2",0,0,2,0,NORMAL
8823,8823,30,EMP1007,EMP1043,44118,44118,20,"04","2",0,0,2,0,NORMAL
13014,13014,30,EMP1007,EMP1043,65070,65070,20,"04","2",0,0,2,0,NORMAL
13845,13845,30,EMP1007,EMP1043,69228,69228,20,"04","2",0,0,2,0,NORMAL
7927,7927,30,EMP1007,EMP1043,39636,39636,20,"04","2",0,0,2,0,NORMAL
817,817,30,EMP1007,EMP1043,4085,4085,30,"04","2",0,0,0,0,NORMAL
1205,1205,30,EMP1007,EMP1043,6025,6025,30,"04","2",0,0,0,0,NORMAL
1282,1282,30,EMP1007,EMP1043,6410,6410,30,"04","2",0,0,0,0,NORMAL
734,734,30,EMP1007,EMP1043,3670,3670,30,"04","2",0,0,0,0,NORMAL
50475,50475,30,EMP1021,EMP1043,252375,252375,20,"04","3",0,0,2,0,NORMAL
71490,71490,30,EMP1021,EMP1043,357438,357438,20,"04","3",0,0,2,0,NORMAL
105440,105440,30,EMP1021,EMP1043,527188,527188,20,"04","3",0,0,2,0,NORMAL
112175,112175,30,EMP1021,EMP1043,560875,560875,20,"04","3",0,0,2,0,NORMAL
64225,64225,30,EMP1021,EMP1043,321125,321125,20,"04","3",0,0,2,0,NORMAL
9398,9398,30,EMP1021,EMP1043,46978,46978,20,"04","3",0,0,2,0,NORMAL
13860,13860,30,EMP1021,EMP1043,69288,69288,20,"04","3",0,0,2,0,NORMAL
14743,14743,30,EMP1021,EMP1043,73715,73715,20,"04","3",0,0,2,0,NORMAL
8441,8441,30,EMP1021,EMP1043,42205,42205,20,"04","3",0,0,2,0,NORMAL
8826,8826,30,EMP1021,EMP1043,44118,44118,20,"04","3",0,0,2,0,NORMAL
13014,13014,30,EMP1021,EMP1043,65070,65070,20,"04","3",0,0,2,0,NORMAL
13848,13848,30,EMP1021,EMP1043,69228,69228,20,"04","3",0,0,2,0,NORMAL
7928,7928,30,EMP1021,EMP1043,39636,39636,20,"04","3",0,0,2,0,NORMAL
817,817,30,EMP1021,EMP1043,4085,4085,30,"04","3",0,0,0,0,NORMAL
1205,1205,30,EMP1021,EMP1043,6025,6025,30,"04","3",0,0,0,0,NORMAL
1282,1282,30,EMP1021,EMP1043,6410,6410,30,"04","3",0,0,0,0,NORMAL
734,734,30,EMP1021,EMP1043,3670,3670,30,"04","3",0,0,0,0,NORMAL
48825,48825,30,EMP1021,EMP1044,244125,244125,20,"04","4",0,0,2,0,NORMAL
90475,90475,30,EMP1021,EMP1044,452375,452375,20,"04","4",0,0,2,0,NORMAL
91962,91962,30,EMP1021,EMP1044,459813,459813,20,"04","4",0,0,2,0,NORMAL
97912,97912,30,EMP1021,EMP1044,489563,489563,20,"04","4",0,0,2,0,NORMAL
61425,61425,30,EMP1021,EMP1044,307125,307125,20,"04","4",0,0,2,0,NORMAL
11891,11891,30,EMP1021,EMP1044,59455,59455,20,"04","4",0,0,2,0,NORMAL
12086,12086,30,EMP1021,EMP1044,60433,60433,20,"04","4",0,0,2,0,NORMAL
12868,12868,30,EMP1021,EMP1044,64343,64343,20,"04","4",0,0,2,0,NORMAL
8073,8073,30,EMP1021,EMP1044,40365,40365,20,"04","4",0,0,2,0,NORMAL
11167,11167,30,EMP1021,EMP1044,55836,55836,20,"04","4",0,0,2,0,NORMAL
11350,11350,30,EMP1021,EMP1044,56754,56754,20,"04","4",0,0,2,0,NORMAL
12085,12085,30,EMP1021,EMP1044,60426,60426,20,"04","4",0,0,2,0,NORMAL
7581,7581,30,EMP1021,EMP1044,37908,37908,20,"04","4",0,0,2,0,DELAY
1034,1034,30,EMP1021,EMP1044,5170,5170,30,"04","4",0,0,0,0,NORMAL
1051,1051,30,EMP1021,EMP1044,5255,5255,30,"04","4",0,0,0,0,NORMAL
1119,1119,30,EMP1021,EMP1044,5595,5595,30,"04","4",0,0,0,0,NORMAL
702,702,30,EMP1021,EMP1044,3510,3510,30,"04","4",0,0,0,0,NORMAL
48825,48825,30,EMP1043,EMP1059,244125,244125,20,"04","5",0,0,2,0,NORMAL
90475,90475,30,EMP1043,EMP1059,452375,452375,20,"04","5",0,0,2,0,NORMAL
91962,91962,30,EMP1043,EMP1059,459813,459813,20,"04","5",0,0,2,0,NORMAL
97912,97912,30,EMP1043,EMP1059,489563,489563,20,"04","5",0,0,2,0,NORMAL
61425,61425,30,EMP1043,EMP1059,307125,307125,20,"04","5",0,0,2,0,NORMAL
11891,11891,30,EMP1043,EMP1059,59455,59455,20,"04","5",0,0,2,0,NORMAL
12086,12086,30,EMP1043,EMP1059,60433,60433,20,"04","5",0,0,2,0,NORMAL
12868,12868,30,EMP1043,EMP1059,64343,64343,20,"04","5",0,0,2,0,NORMAL
8073,8073,30,EMP1043,EMP1059,40365,40365,20,"04","5",0,0,2,0,NORMAL
11167,11167,30,EMP1043,EMP1059,55836,55836,20,"04","5",0,0,2,0,NORMAL
11350,11350,30,EMP1043,EMP1059,56754,56754,20,"04","5",0,0,2,0,NORMAL
12085,12085,30,EMP1043,EMP1059,60426,60426,20,"04","5",0,0,2,0,NORMAL
7581,7581,30,EMP1043,EMP1059,37908,37908,20,"04","5",0,0,2,0,NORMAL
1034,1034,30,EMP1043,EMP1059,5170,5170,30,"04","5",0,0,0,0,NORMAL
1051,1051,30,EMP1043,EMP1059,5255,5255,30,"04","5",0,0,0,0,NORMAL
1119,1119,30,EMP1043,EMP1059,5595,5595,30,"04","5",0,0,0,0,NORMAL
702,702,30,EMP1043,EMP1059,3510,3510,30,"04","5",0,0,0,0,NORMAL
48825,48825,30,EMP1048,EMP1001,244125,244125,20,"04","6",0,0,2,0,NORMAL
90475,90475,30,EMP1048,EMP1001,452375,452375,20,"04","6",0,0,2,0,DELAY
91962,91962,30,EMP1048,EMP1001,459813,459813,20,"04","6",0,0,2,0,NORMAL
97912,97912,30,EMP1048,EMP1001,489563,489563,20,"04","6",0,0,2,0,NORMAL
61425,61425,30,EMP1048,EMP1001,307125,307125,20,"04","6",0,0,2,0,NORMAL
11891,11891,30,EMP1048,EMP1001,59455,59455,20,"04","6",0,0,2,0,NORMAL
12086,12086,30,EMP1048,EMP1001,60433,60433,20,"04","6",0,0,2,0,NORMAL
12868,12868,30,EMP1048,EMP1001,64343,64343,20,"04","6",0,0,2,0,NORMAL
8073,8073,30,EMP1048,EMP1001,40365,40365,20,"04","6",0,0,2,0,NORMAL
11167,11167,30,EMP1048,EMP1001,55836,55836,20,"04","6",0,0,2,0,NORMAL
11350,11350,30,EMP1048,EMP1001,56754,56754,20,"04","6",0,0,2,0,NORMAL
12085,12085,30,EMP1048,EMP1001,60426,60426,20,"04","6",0,0,2,0,NORMAL
7581,7581,30,EMP1048,EMP1001,37908,37908,20,"04","6",0,0,2,0,NORMAL
1034,1034,30,EMP1048,EMP1001,5170,5170,30,"04","6",0,0,0,0,NORMAL
1051,1051,30,EMP1048,EMP1001,5255,5255,30,"04","6",0,0,0,0,NORMAL
1119,1119,30,EMP1048,EMP1001,5595,5595,30,"04","6",0,0,0,0,NORMAL
702,702,30,EMP1048,EMP1001,3510,3510,30,"04","6",0,0,0,0,NORMAL
48825,48825,30,EMP1007,EMP1059,244125,244125,20,"04","2",0,0,2,0,NORMAL
90475,90475,30,EMP1007,EMP1059,452375,452375,20,"04","2",0,0,2,0,NORMAL
91962,91962,30,EMP1007,EMP1059,459813,459813,20,"04","2",0,0,2,0,NORMAL
97912,97912,30,EMP1007,EMP1059,489563,489563,20,"04","2",0,0,2,0,NORMAL
61425,61425,30,EMP1007,EMP1059,307125,307125,20,"04","2",0,0,2,0,NORMAL
11891,11891,30,EMP1007,EMP1059,59455,59455,20,"04","2",0,0,2,0,NORMAL
12086,12086,30,EMP1007,EMP1059,60433,60433,20,"04","2",0,0,2,0,NORMAL
12868,12868,30,EMP1007,EMP1059,64343,64343,20,"04","2",0,0,2,0,NORMAL
8073,8073,30,EMP1007,EMP1059,40365,40365,20,"04","2",0,0,2,0,NORMAL
11167,11167,30,EMP1007,EMP1059,55836,55836,20,"04","2",0,0,2,0,NORMAL
11350,11350,30,EMP1007,EMP1059,56754,56754,20,"04","2",0,0,2,0,NORMAL
12085,12085,30,EMP1007,EMP1059,60426,60426,20,"04","2",0,0,2,0,NORMAL
7581,7581,30,EMP1007,EMP1059,37908,37908,20,"04","2",0,0,2,0,NORMAL
1034,1034,30,EMP1007,EMP1059,5170,5170,30,"04","2",0,0,0,0,NORMAL
1051,1051,30,EMP1007,EMP1059,5255,5255,30,"04","2",0,0,0,0,NORMAL
1119,1119,30,EMP1007,EMP1059,5595,5595,30,"04","2",0,0,0,0,NORMAL
702,702,30,EMP1007,EMP1059,3510,3510,30,"04","2",0,0,0,0,NORMAL
48825,48825,30,EMP1050,EMP1051,244125,244125,20,"04","3",0,0,2,0,NORMAL
90475,90475,30,EMP1050,EMP1051,452375,452375,20,"04","3",0,0,2,0,NORMAL
97915,97915,30,EMP1050,EMP1051,489563,489563,20,"04","3",0,0,2,0,NORMAL
61425,61425,30,EMP1050,EMP1051,307125,307125,20,"04","3",0,0,2,0,NORMAL
11891,11891,30,EMP1050,EMP1051,59455,59455,20,"04","3",0,0,2,0,NORMAL
12089,12089,30,EMP1050,EMP1051,60433,60433,20,"04","3",0,0,2,0,NORMAL
12871,12871,30,EMP1050,EMP1051,64343,64343,20,"04","3",0,0,2,0,NORMAL
8073,8073,30,EMP1050,EMP1051,40365,40365,20,"04","3",0,0,2,0,NORMAL
11168,11168,30,EMP1050,EMP1051,55836,55836,20,"04","3",0,0,2,0,NORMAL
11354,11354,30,EMP1050,EMP1051,56754,56754,20,"04","3",0,0,2,0,NORMAL
12086,12086,30,EMP1050,EMP1051,60426,60426,20,"04","3",0,0,2,0,NORMAL
7584,7584,30,EMP1050,EMP1051,37908,37908,20,"04","3",0,0,2,0,NORMAL
1034,1034,30,EMP1050,EMP1051,5170,5170,30,"04","3",0,0,0,0,NORMAL
1051,1051,30,EMP1050,EMP1051,5255,5255,30,"04","3",0,0,0,0,NORMAL
1119,1119,30,EMP1050,EMP1051,5595,5595,30,"04","3",0,0,0,0,NORMAL
702,702,30,EMP1050,EMP1051,3510,3510,30,"04","3",0,0,0,0,NORMAL
49150,49150,30,EMP1042,EMP1004,245750,245750,20,"04","4",0,0,2,0,NORMAL
107537,107537,30,EMP1042,EMP1004,537688,537688,20,"04","4",0,0,2,0,DELAY
88987,88987,30,EMP1042,EMP1004,444938,444938,20,"04","4",0,0,2,0,NORMAL
63175,63175,30,EMP1042,EMP1004,315875,315875,20,"04","4",0,0,2,0,NORMAL
84350,84350,30,EMP1042,EMP1004,421750,421750,20,"04","4",0,0,2,0,DELAY
14133,14133,30,EMP1042,EMP1004,70668,70668,20,"04","4",0,0,2,0,NORMAL
11695,11695,30,EMP1042,EMP1004,58478,58478,20,"04","4",0,0,2,0,NORMAL
8303,8303,30,EMP1042,EMP1004,41515,41515,20,"04","4",0,0,2,0,NORMAL
11086,11086,30,EMP1042,EMP1004,55430,55430,20,"04","4",0,0,2,0,NORMAL
13273,13273,30,EMP1042,EMP1004,66366,66366,20,"04","4",0,0,2,0,NORMAL
10983,10983,30,EMP1042,EMP1004,54918,54918,20,"04","4",0,0,2,0,NORMAL
7797,7797,30,EMP1042,EMP1004,38988,38988,20,"04","4",0,0,2,0,NORMAL
10411,10411,30,EMP1042,EMP1004,52056,52056,20,"04","4",0,0,2,0,NORMAL
1229,1229,30,EMP1042,EMP1004,6145,6145,30,"04","4",0,0,0,0,NORMAL
91965,91965,30,EMP1050,EMP1051,459813,459813,20,"04","3",0,0,2,0,NORMAL
1017,1017,30,EMP1042,EMP1004,5085,5085,30,"04","4",0,0,0,0,NORMAL
722,722,30,EMP1042,EMP1004,3610,3610,30,"04","4",0,0,0,0,NORMAL
964,964,30,EMP1042,EMP1004,4820,4820,30,"04","4",0,0,0,0,NORMAL
49150,49150,30,EMP1046,EMP1047,245750,245750,20,"04","5",0,0,2,0,NORMAL
107537,107537,30,EMP1046,EMP1047,537688,537688,20,"04","5",0,0,2,0,NORMAL
88987,88987,30,EMP1046,EMP1047,444938,444938,20,"04","5",0,0,2,0,NORMAL
63175,63175,30,EMP1046,EMP1047,315875,315875,20,"04","5",0,0,2,0,NORMAL
84350,84350,30,EMP1046,EMP1047,421750,421750,20,"04","5",0,0,2,0,NORMAL
14133,14133,30,EMP1046,EMP1047,70668,70668,20,"04","5",0,0,2,0,NORMAL
11695,11695,30,EMP1046,EMP1047,58478,58478,20,"04","5",0,0,2,0,NORMAL
8303,8303,30,EMP1046,EMP1047,41515,41515,20,"04","5",0,0,2,0,NORMAL
11086,11086,30,EMP1046,EMP1047,55430,55430,20,"04","5",0,0,2,0,NORMAL
13273,13273,30,EMP1046,EMP1047,66366,66366,20,"04","5",0,0,2,0,NORMAL
10983,10983,30,EMP1046,EMP1047,54918,54918,20,"04","5",0,0,2,0,NORMAL
7797,7797,30,EMP1046,EMP1047,38988,38988,20,"04","5",0,0,2,0,NORMAL
10411,10411,30,EMP1046,EMP1047,52056,52056,20,"04","5",0,0,2,0,DELAY
1229,1229,30,EMP1046,EMP1047,6145,6145,30,"04","5",0,0,0,0,NORMAL
1017,1017,30,EMP1046,EMP1047,5085,5085,30,"04","5",0,0,0,0,NORMAL
722,722,30,EMP1046,EMP1047,3610,3610,30,"04","5",0,0,0,0,NORMAL
964,964,30,EMP1046,EMP1047,4820,4820,30,"04","5",0,0,0,0,NORMAL
49150,49150,30,EMP1049,EMP1001,245750,245750,20,"04","6",0,0,2,0,NORMAL
107537,107537,30,EMP1049,EMP1001,537688,537688,20,"04","6",0,0,2,0,DELAY
88987,88987,30,EMP1049,EMP1001,444938,444938,20,"04","6",0,0,2,0,NORMAL
63175,63175,30,EMP1049,EMP1001,315875,315875,20,"04","6",0,0,2,0,NORMAL
84350,84350,30,EMP1049,EMP1001,421750,421750,20,"04","6",0,0,2,0,NORMAL
14133,14133,30,EMP1049,EMP1001,70668,70668,20,"04","6",0,0,2,0,NORMAL
11695,11695,30,EMP1049,EMP1001,58478,58478,20,"04","6",0,0,2,0,NORMAL
8303,8303,30,EMP1049,EMP1001,41515,41515,20,"04","6",0,0,2,0,NORMAL
11086,11086,30,EMP1049,EMP1001,55430,55430,20,"04","6",0,0,2,0,NORMAL
13273,13273,30,EMP1049,EMP1001,66366,66366,20,"04","6",0,0,2,0,NORMAL
10983,10983,30,EMP1049,EMP1001,54918,54918,20,"04","6",0,0,2,0,NORMAL
7797,7797,30,EMP1049,EMP1001,38988,38988,20,"04","6",0,0,2,0,NORMAL
10411,10411,30,EMP1049,EMP1001,52056,52056,20,"04","6",0,0,2,0,NORMAL
1229,1229,30,EMP1049,EMP1001,6145,6145,30,"04","6",0,0,0,0,NORMAL
1017,1017,30,EMP1049,EMP1001,5085,5085,30,"04","6",0,0,0,0,NORMAL
722,722,30,EMP1049,EMP1001,3610,3610,30,"04","6",0,0,0,0,NORMAL
964,964,30,EMP1049,EMP1001,4820,4820,30,"04","6",0,0,0,0,NORMAL
49150,49150,30,EMP1050,EMP1046,245750,245750,20,"04","2",0,0,2,0,NORMAL
107537,107537,30,EMP1050,EMP1046,537688,537688,20,"04","2",0,0,2,0,NORMAL
88987,88987,30,EMP1050,EMP1046,444938,444938,20,"04","2",0,0,2,0,NORMAL
63175,63175,30,EMP1050,EMP1046,315875,315875,20,"04","2",0,0,2,0,NORMAL
